"","customerId","orderTimestamp","amountSpent","productName","productCategory","adSpent","acqChannel","age","salary"
"801",6249,2009-11-13,7.98,"Step and Distance Pedometer TL Pro","Industrial",33.4536016166676,"google",38,"mid"
"802",6251,2009-04-17,33.15,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.5511190397665,"google",61,"low"
"803",6261,2009-04-17,6.43,"Wearable Transmitter KR","Lifestyle",38.3781042720657,"fb",41,"low"
"804",6370,2010-01-24,161.464,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",4.62345427484252,"fb",25,"high"
"805",6370,2010-02-08,286.2702,"Action Camera Pro","Lifestyle",4.62345427484252,"fb",25,"high"
"806",6370,2010-03-07,88.26,"Strapless Heart Rate Monitor","Medical",4.62345427484252,"fb",25,"high"
"807",6379,2009-05-27,49.27,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",15.5285845240578,"google",20,"low"
"808",6384,2009-05-07,27.41,"Microcontroller ES","Fitness",30.241280403221,"google",69,"low"
"809",6384,2009-05-08,19.5,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",30.241280403221,"google",69,"low"
"810",6384,2009-05-28,59.4,"Wearable AUSG with Calorie Counter","Medical",30.241280403221,"google",69,"low"
"811",6384,2009-06-05,16.39,"Step and Distance Pedometer TL Pro","Industrial",30.241280403221,"google",69,"low"
"812",6384,2009-06-05,2.85,"Biking Tracker U Pro with MP3 Player","Pets and Animals",30.241280403221,"google",69,"low"
"813",6401,2009-05-21,74.89,"Wearable Transmitter KR","Lifestyle",41.2478928666096,"fb",36,"mid"
"814",6408,2009-05-27,41.66,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",13.4265787941404,"google",38,"mid"
"815",6447,2009-04-24,24.17,"Action Camera Pro","Lifestyle",41.2912148665637,"fb",67,"low"
"816",6447,2009-05-01,46.78,"Strapless Heart Rate Monitor","Medical",41.2912148665637,"fb",67,"low"
"817",6447,2009-05-08,13.39,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",41.2912148665637,"fb",67,"low"
"818",6447,2009-05-15,37.14,"Microcontroller ES","Fitness",41.2912148665637,"fb",67,"low"
"819",6447,2009-05-21,37.11,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",41.2912148665637,"fb",67,"low"
"820",6447,2009-06-05,39.14,"Wearable AUSG with Calorie Counter","Medical",41.2912148665637,"fb",67,"low"
"821",6447,2009-06-18,33.8,"Step and Distance Pedometer TL Pro","Industrial",41.2912148665637,"fb",67,"low"
"822",6447,2009-06-26,35.96,"Biking Tracker U Pro with MP3 Player","Pets and Animals",41.2912148665637,"fb",67,"low"
"823",6447,2009-07-10,22.75,"Wearable Transmitter KR","Lifestyle",41.2912148665637,"fb",67,"low"
"824",6447,2009-07-17,37.12,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",41.2912148665637,"fb",67,"low"
"825",6447,2009-07-24,31.29,"Action Camera Pro","Lifestyle",41.2912148665637,"fb",67,"low"
"826",6447,2009-08-20,56.47,"Strapless Heart Rate Monitor","Medical",41.2912148665637,"fb",67,"low"
"827",6447,2009-08-28,58.71,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",41.2912148665637,"fb",67,"low"
"828",6447,2009-09-17,47.11,"Microcontroller ES","Fitness",41.2912148665637,"fb",67,"low"
"829",6447,2009-10-09,32.15,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",41.2912148665637,"fb",67,"low"
"830",6447,2009-10-16,30.036,"Wearable AUSG with Calorie Counter","Medical",41.2912148665637,"fb",67,"low"
"831",6447,2009-10-29,37.9905,"Step and Distance Pedometer TL Pro","Industrial",41.2912148665637,"fb",67,"low"
"832",6447,2009-11-06,52.93,"Biking Tracker U Pro with MP3 Player","Pets and Animals",41.2912148665637,"fb",67,"low"
"833",6447,2009-11-20,82.9315,"Wearable Transmitter KR","Lifestyle",41.2912148665637,"fb",67,"low"
"834",6447,2009-12-04,51.735,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",41.2912148665637,"fb",67,"low"
"835",6447,2010-01-04,50,"Action Camera Pro","Lifestyle",41.2912148665637,"fb",67,"low"
"836",6447,2010-01-22,43.044,"Strapless Heart Rate Monitor","Medical",41.2912148665637,"fb",67,"low"
"837",6447,2010-02-19,36.0435,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",41.2912148665637,"fb",67,"low"
"838",6447,2010-03-05,56.7577,"Microcontroller ES","Fitness",41.2912148665637,"fb",67,"low"
"839",6476,2010-02-14,128.378,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",28.5645894922782,"fb",40,"low"
"840",6476,2010-02-14,9.2,"Wearable AUSG with Calorie Counter","Medical",28.5645894922782,"fb",40,"low"
"841",6476,2010-02-14,18.079,"Step and Distance Pedometer TL Pro","Industrial",28.5645894922782,"fb",40,"low"
"842",6578,2009-04-22,3.43,"Biking Tracker U Pro with MP3 Player","Pets and Animals",27.1424543673638,"fb",50,"low"
"843",6602,2009-05-01,21.03,"Wearable Transmitter KR","Lifestyle",43.6719378104899,"google",37,"low"
"844",6602,2009-05-08,80.8,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",43.6719378104899,"google",37,"low"
"845",6602,2009-05-15,29.38,"Action Camera Pro","Lifestyle",43.6719378104899,"google",37,"low"
"846",6602,2009-05-22,24.29,"Strapless Heart Rate Monitor","Medical",43.6719378104899,"google",37,"low"
"847",6602,2009-06-12,35.81,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",43.6719378104899,"google",37,"low"
"848",6646,2009-04-23,10.6,"Microcontroller ES","Fitness",42.9633418975864,"fb",65,"mid"
"849",6664,2009-04-24,50.89,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",10.6487631697673,"fb",18,"low"
"850",6696,2009-04-23,16.49,"Wearable AUSG with Calorie Counter","Medical",37.9578537528869,"google",61,"low"
"851",6821,2009-04-23,24.78,"Step and Distance Pedometer TL Pro","Industrial",2.1958094863221,"google",64,"mid"
"852",6821,2009-05-01,24.62,"Biking Tracker U Pro with MP3 Player","Pets and Animals",2.1958094863221,"google",64,"mid"
"853",6821,2009-05-08,25.01,"Wearable Transmitter KR","Lifestyle",2.1958094863221,"google",64,"mid"
"854",6821,2009-05-20,23.7,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",2.1958094863221,"google",64,"mid"
"855",6821,2009-05-29,20.03,"Action Camera Pro","Lifestyle",2.1958094863221,"google",64,"mid"
"856",6821,2009-06-04,22.23,"Strapless Heart Rate Monitor","Medical",2.1958094863221,"google",64,"mid"
"857",6821,2009-06-11,27.55,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",2.1958094863221,"google",64,"mid"
"858",6821,2009-06-26,19.02,"Microcontroller ES","Fitness",2.1958094863221,"google",64,"mid"
"859",6821,2009-07-09,24.61,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",2.1958094863221,"google",64,"mid"
"860",6821,2009-07-31,29.64,"Wearable AUSG with Calorie Counter","Medical",2.1958094863221,"google",64,"mid"
"861",6821,2009-08-20,34.21,"Step and Distance Pedometer TL Pro","Industrial",2.1958094863221,"google",64,"mid"
"862",6821,2009-10-02,28.36,"Biking Tracker U Pro with MP3 Player","Pets and Animals",2.1958094863221,"google",64,"mid"
"863",6901,2009-04-24,49.75,"Wearable Transmitter KR","Lifestyle",42.3074968201108,"fb",64,"low"
"864",6901,2009-04-30,60.26,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",42.3074968201108,"fb",64,"low"
"865",6901,2009-05-08,14.04,"Action Camera Pro","Lifestyle",42.3074968201108,"fb",64,"low"
"866",6901,2009-06-19,26.53,"Strapless Heart Rate Monitor","Medical",42.3074968201108,"fb",64,"low"
"867",6901,2009-08-06,63.1,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",42.3074968201108,"fb",64,"low"
"868",6901,2009-08-28,21.87,"Microcontroller ES","Fitness",42.3074968201108,"fb",64,"low"
"869",6901,2009-09-04,27.73,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",42.3074968201108,"fb",64,"low"
"870",6901,2009-09-18,29.08,"Wearable AUSG with Calorie Counter","Medical",42.3074968201108,"fb",64,"low"
"871",6946,2009-04-24,9.5,"Step and Distance Pedometer TL Pro","Industrial",26.7297509210184,"google",63,"low"
"872",6948,2009-04-24,14.1,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.8615503578912,"fb",55,"low"
"873",8843,2009-04-27,21.45,"Wearable Transmitter KR","Lifestyle",49.7744864099659,"google",25,"mid"
"874",9840,2009-05-01,30.23,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",15.929263621103,"fb",49,"mid"
"875",10855,2009-04-30,136.8,"Action Camera Pro","Lifestyle",33.9284259220585,"fb",27,"low"
"876",10858,2009-04-30,20.82,"Strapless Heart Rate Monitor","Medical",19.8030823417939,"fb",30,"low"
"877",10859,2009-04-30,44.81,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",16.0670805873815,"google",46,"low"
"878",10859,2009-05-07,61.3,"Microcontroller ES","Fitness",16.0670805873815,"google",46,"low"
"879",10876,2009-05-01,40.85,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",36.5485231841449,"fb",60,"mid"
"880",10876,2009-07-31,50.22,"Wearable AUSG with Calorie Counter","Medical",36.5485231841449,"fb",60,"mid"
"881",10901,2009-05-01,31.75,"Step and Distance Pedometer TL Pro","Industrial",41.5842651289422,"google",33,"low"
"882",10901,2009-05-08,19.15,"Biking Tracker U Pro with MP3 Player","Pets and Animals",41.5842651289422,"google",33,"low"
"883",10938,2009-07-09,68.6,"Wearable Transmitter KR","Lifestyle",32.1480810251087,"fb",49,"low"
"884",12173,2009-05-04,55.56,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",36.9946860019118,"fb",28,"low"
"885",13043,2009-05-06,23.39,"Action Camera Pro","Lifestyle",1.35344657069072,"fb",21,"low"
"886",13043,2009-05-19,44.76,"Strapless Heart Rate Monitor","Medical",1.35344657069072,"fb",21,"low"
"887",13043,2009-06-02,30.57,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",1.35344657069072,"fb",21,"low"
"888",13043,2009-07-13,31.27,"Microcontroller ES","Fitness",1.35344657069072,"fb",21,"low"
"889",13043,2009-12-01,26.74,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",1.35344657069072,"fb",21,"low"
"890",13043,2010-03-08,43.34,"Wearable AUSG with Calorie Counter","Medical",1.35344657069072,"fb",21,"low"
"891",13202,2009-05-07,28.9,"Step and Distance Pedometer TL Pro","Industrial",27.7292050740216,"fb",33,"mid"
"892",13229,2009-05-08,20.79,"Biking Tracker U Pro with MP3 Player","Pets and Animals",43.5259800625499,"google",64,"low"
"893",13232,2009-05-07,9.85,"Wearable Transmitter KR","Lifestyle",39.7033124719746,"fb",46,"mid"
"894",13278,2009-05-07,15.14,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",43.442164941458,"google",52,"low"
"895",13278,2009-05-27,27.65,"Action Camera Pro","Lifestyle",43.442164941458,"google",52,"low"
"896",13278,2009-07-02,15.06,"Strapless Heart Rate Monitor","Medical",43.442164941458,"google",52,"low"
"897",13278,2009-07-23,18.19,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",43.442164941458,"google",52,"low"
"898",13278,2009-07-29,21.3,"Microcontroller ES","Fitness",43.442164941458,"google",52,"low"
"899",13278,2009-08-06,21.68,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",43.442164941458,"google",52,"low"
"900",13278,2009-10-22,9.18,"Wearable AUSG with Calorie Counter","Medical",43.442164941458,"google",52,"low"
"901",13278,2010-01-04,13.29,"Step and Distance Pedometer TL Pro","Industrial",43.442164941458,"google",52,"low"
"902",13278,2010-03-05,21.0078,"Biking Tracker U Pro with MP3 Player","Pets and Animals",43.442164941458,"google",52,"low"
"903",13284,2009-05-07,39.88,"Wearable Transmitter KR","Lifestyle",4.31682263780385,"fb",30,"low"
"904",13284,2009-05-14,48.72,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",4.31682263780385,"fb",30,"low"
"905",13284,2009-06-04,63.87,"Action Camera Pro","Lifestyle",4.31682263780385,"fb",30,"low"
"906",13284,2009-06-11,37.5,"Strapless Heart Rate Monitor","Medical",4.31682263780385,"fb",30,"low"
"907",13284,2009-06-23,45.94,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",4.31682263780385,"fb",30,"low"
"908",13290,2009-05-28,11.29,"Microcontroller ES","Fitness",27.0751269990578,"fb",53,"high"
"909",13301,2009-05-08,25.23,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",31.659669024637,"google",39,"low"
"910",13301,2009-05-22,26.87,"Wearable AUSG with Calorie Counter","Medical",31.659669024637,"google",39,"low"
"911",13301,2009-06-26,33.25,"Step and Distance Pedometer TL Pro","Industrial",31.659669024637,"google",39,"low"
"912",13301,2009-07-23,23.66,"Biking Tracker U Pro with MP3 Player","Pets and Animals",31.659669024637,"google",39,"low"
"913",13301,2009-07-24,9.78,"Wearable Transmitter KR","Lifestyle",31.659669024637,"google",39,"low"
"914",13304,2009-05-08,17.85,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",28.7156136506237,"fb",56,"low"
"915",13304,2009-07-09,30.29,"Action Camera Pro","Lifestyle",28.7156136506237,"fb",56,"low"
"916",13341,2009-05-12,46.68,"Strapless Heart Rate Monitor","Medical",48.4399591605179,"fb",29,"low"
"917",13361,2009-12-22,86.25,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",6.78765976638533,"fb",51,"low"
"918",13361,2010-01-07,38.9127,"Microcontroller ES","Fitness",6.78765976638533,"fb",51,"low"
"919",13361,2010-01-29,61.96,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",6.78765976638533,"fb",51,"low"
"920",14027,2009-05-14,38.45,"Wearable AUSG with Calorie Counter","Medical",22.9436926215421,"fb",69,"high"
"921",14027,2009-07-21,38.81,"Step and Distance Pedometer TL Pro","Industrial",22.9436926215421,"fb",69,"high"
"922",14027,2009-08-06,51.12,"Biking Tracker U Pro with MP3 Player","Pets and Animals",22.9436926215421,"fb",69,"high"
"923",14027,2009-08-19,49.03,"Wearable Transmitter KR","Lifestyle",22.9436926215421,"fb",69,"high"
"924",14056,2009-05-15,35.31,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",37.4120238909964,"fb",24,"mid"
"925",14056,2009-06-12,48.23,"Action Camera Pro","Lifestyle",37.4120238909964,"fb",24,"mid"
"926",14057,2009-05-14,8.09,"Strapless Heart Rate Monitor","Medical",2.36380665516481,"fb",48,"low"
"927",14246,2009-05-15,53.28,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",26.015882499516,"fb",32,"high"
"928",14246,2009-05-22,63.92,"Microcontroller ES","Fitness",26.015882499516,"fb",32,"high"
"929",14246,2009-05-29,59.71,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",26.015882499516,"fb",32,"high"
"930",14246,2009-06-17,14.07,"Wearable AUSG with Calorie Counter","Medical",26.015882499516,"fb",32,"high"
"931",14246,2009-06-17,3.37,"Step and Distance Pedometer TL Pro","Industrial",26.015882499516,"fb",32,"high"
"932",14246,2009-06-17,4.29,"Biking Tracker U Pro with MP3 Player","Pets and Animals",26.015882499516,"fb",32,"high"
"933",14246,2009-06-19,56.17,"Wearable Transmitter KR","Lifestyle",26.015882499516,"fb",32,"high"
"934",14246,2009-07-01,80.79,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",26.015882499516,"fb",32,"high"
"935",14246,2009-07-09,64.38,"Action Camera Pro","Lifestyle",26.015882499516,"fb",32,"high"
"936",14600,2009-05-17,21.89,"Strapless Heart Rate Monitor","Medical",28.6692896448076,"fb",29,"low"
"937",14600,2009-05-20,72.72,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",28.6692896448076,"fb",29,"low"
"938",14600,2009-05-26,72.72,"Microcontroller ES","Fitness",28.6692896448076,"fb",29,"low"
"939",14600,2009-06-02,79.6,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",28.6692896448076,"fb",29,"low"
"940",14600,2009-06-04,79.6,"Wearable AUSG with Calorie Counter","Medical",28.6692896448076,"fb",29,"low"
"941",14600,2009-06-12,79.6,"Step and Distance Pedometer TL Pro","Industrial",28.6692896448076,"fb",29,"low"
"942",14600,2009-06-16,79.6,"Biking Tracker U Pro with MP3 Player","Pets and Animals",28.6692896448076,"fb",29,"low"
"943",14600,2009-06-19,79.6,"Wearable Transmitter KR","Lifestyle",28.6692896448076,"fb",29,"low"
"944",14600,2009-06-29,69.65,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",28.6692896448076,"fb",29,"low"
"945",14600,2009-07-23,69.19,"Action Camera Pro","Lifestyle",28.6692896448076,"fb",29,"low"
"946",14635,2009-05-18,93.36,"Strapless Heart Rate Monitor","Medical",30.4651137995534,"fb",24,"low"
"947",14635,2009-06-22,66.87,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",30.4651137995534,"fb",24,"low"
"948",14635,2009-07-09,75.2,"Microcontroller ES","Fitness",30.4651137995534,"fb",24,"low"
"949",14635,2009-09-01,83.3105,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",30.4651137995534,"fb",24,"low"
"950",14635,2009-09-08,54.9155,"Wearable AUSG with Calorie Counter","Medical",30.4651137995534,"fb",24,"low"
"951",14635,2009-09-15,109.47,"Step and Distance Pedometer TL Pro","Industrial",30.4651137995534,"fb",24,"low"
"952",14635,2009-09-22,68.6407,"Biking Tracker U Pro with MP3 Player","Pets and Animals",30.4651137995534,"fb",24,"low"
"953",14635,2009-11-10,160.67,"Wearable Transmitter KR","Lifestyle",30.4651137995534,"fb",24,"low"
"954",14635,2010-02-23,30.76,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",30.4651137995534,"fb",24,"low"
"955",14842,2009-05-18,40.59,"Action Camera Pro","Lifestyle",31.5740596912801,"google",46,"low"
"956",14887,2009-08-07,27.97,"Strapless Heart Rate Monitor","Medical",42.5201254454441,"fb",30,"low"
"957",14887,2009-08-28,67.58,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",42.5201254454441,"fb",30,"low"
"958",14887,2009-09-11,58.78,"Microcontroller ES","Fitness",42.5201254454441,"fb",30,"low"
"959",14887,2010-01-08,42.6,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",42.5201254454441,"fb",30,"low"
"960",14887,2010-01-14,30.3237,"Wearable AUSG with Calorie Counter","Medical",42.5201254454441,"fb",30,"low"
"961",14913,2009-05-19,53.43,"Step and Distance Pedometer TL Pro","Industrial",17.3717132967431,"fb",55,"low"
"962",14913,2010-01-29,22.0092,"Biking Tracker U Pro with MP3 Player","Pets and Animals",17.3717132967431,"fb",55,"low"
"963",14924,2009-05-19,16.12,"Wearable Transmitter KR","Lifestyle",26.2113901092671,"google",28,"low"
"964",15529,2009-05-22,55.68,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",29.5122267946135,"fb",63,"low"
"965",15529,2009-06-23,70.71,"Action Camera Pro","Lifestyle",29.5122267946135,"fb",63,"low"
"966",15529,2009-08-03,121.63,"Strapless Heart Rate Monitor","Medical",29.5122267946135,"fb",63,"low"
"967",15889,2009-05-20,65.63,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",1.95840659178793,"google",39,"low"
"968",15893,2009-06-02,11.49,"Microcontroller ES","Fitness",38.3401025831699,"fb",40,"mid"
"969",15914,2009-05-21,50.87,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",32.581797542749,"fb",66,"mid"
"970",15914,2009-07-02,45.36,"Wearable AUSG with Calorie Counter","Medical",32.581797542749,"fb",66,"mid"
"971",15914,2010-03-04,17.4805,"Step and Distance Pedometer TL Pro","Industrial",32.581797542749,"fb",66,"mid"
"972",15986,2009-09-30,17.88,"Biking Tracker U Pro with MP3 Player","Pets and Animals",12.7317784770858,"google",52,"mid"
"973",15987,2009-05-21,7.32,"Wearable Transmitter KR","Lifestyle",36.4591424192768,"google",58,"low"
"974",16173,2009-05-22,64.05,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",39.5298739115242,"fb",42,"mid"
"975",16314,2009-05-25,44.25,"Action Camera Pro","Lifestyle",9.12741375504993,"google",70,"low"
"976",16614,2009-05-24,3.21,"Strapless Heart Rate Monitor","Medical",18.7805747624952,"fb",35,"low"
"977",17040,2009-05-25,29.12,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",27.3749052807689,"fb",60,"low"
"978",17416,2009-05-27,44,"Microcontroller ES","Fitness",10.4506720139179,"fb",33,"low"
"979",17533,2009-05-27,61.02,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",36.7708149910904,"fb",51,"mid"
"980",17533,2009-12-07,74.2625,"Wearable AUSG with Calorie Counter","Medical",36.7708149910904,"fb",51,"mid"
"981",17928,2009-05-29,25.96,"Step and Distance Pedometer TL Pro","Industrial",34.5966939574573,"fb",67,"low"
"982",17928,2009-09-02,16.22,"Biking Tracker U Pro with MP3 Player","Pets and Animals",34.5966939574573,"fb",67,"low"
"983",17928,2009-10-02,24.78,"Wearable Transmitter KR","Lifestyle",34.5966939574573,"fb",67,"low"
"984",17928,2009-10-23,39.36,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",34.5966939574573,"fb",67,"low"
"985",17928,2009-11-05,31.89,"Action Camera Pro","Lifestyle",34.5966939574573,"fb",67,"low"
"986",17928,2009-11-12,89.06,"Strapless Heart Rate Monitor","Medical",34.5966939574573,"fb",67,"low"
"987",17928,2009-12-03,64,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",34.5966939574573,"fb",67,"low"
"988",17928,2009-12-10,35.68,"Microcontroller ES","Fitness",34.5966939574573,"fb",67,"low"
"989",17928,2009-12-17,14.09,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",34.5966939574573,"fb",67,"low"
"990",17928,2010-01-14,88.33,"Wearable AUSG with Calorie Counter","Medical",34.5966939574573,"fb",67,"low"
"991",17928,2010-01-28,29.76,"Step and Distance Pedometer TL Pro","Industrial",34.5966939574573,"fb",67,"low"
"992",17928,2010-02-11,106.47,"Biking Tracker U Pro with MP3 Player","Pets and Animals",34.5966939574573,"fb",67,"low"
"993",17928,2010-02-18,94.07,"Wearable Transmitter KR","Lifestyle",34.5966939574573,"fb",67,"low"
"994",17928,2010-02-25,16.8255,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",34.5966939574573,"fb",67,"low"
"995",18943,2009-07-15,8.01,"Action Camera Pro","Lifestyle",27.5784355464857,"google",28,"mid"
"996",18943,2009-09-23,8.01,"Strapless Heart Rate Monitor","Medical",27.5784355464857,"google",28,"mid"
"997",18943,2009-11-11,8.01,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",27.5784355464857,"google",28,"mid"
"998",18943,2009-12-16,8.01,"Microcontroller ES","Fitness",27.5784355464857,"google",28,"mid"
"999",18943,2010-01-14,8.01,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",27.5784355464857,"google",28,"mid"
"1000",18943,2010-02-24,8.01,"Wearable AUSG with Calorie Counter","Medical",27.5784355464857,"google",28,"mid"
"1001",19271,2009-06-03,81.34,"Step and Distance Pedometer TL Pro","Industrial",10.7515028738417,"fb",67,"low"
"1002",19271,2009-08-24,51.7455,"Biking Tracker U Pro with MP3 Player","Pets and Animals",10.7515028738417,"fb",67,"low"
"1003",19347,2009-06-03,47.82,"Wearable Transmitter KR","Lifestyle",28.5909588462673,"google",36,"low"
"1004",19347,2009-12-28,128.06,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",28.5909588462673,"google",36,"low"
"1005",19347,2010-01-14,45.4878,"Action Camera Pro","Lifestyle",28.5909588462673,"google",36,"low"
"1006",19347,2010-01-22,95.36,"Strapless Heart Rate Monitor","Medical",28.5909588462673,"google",36,"low"
"1007",19347,2010-01-29,114.9777,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",28.5909588462673,"google",36,"low"
"1008",19347,2010-02-11,112.5255,"Microcontroller ES","Fitness",28.5909588462673,"google",36,"low"
"1009",19347,2010-02-18,111.6805,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",28.5909588462673,"google",36,"low"
"1010",19347,2010-02-19,5.63,"Wearable AUSG with Calorie Counter","Medical",28.5909588462673,"google",36,"low"
"1011",19579,2009-06-03,41.72,"Step and Distance Pedometer TL Pro","Industrial",12.9675380280241,"fb",48,"mid"
"1012",19768,2009-06-04,27.3,"Biking Tracker U Pro with MP3 Player","Pets and Animals",5.91328128473833,"fb",43,"low"
"1013",19891,2009-06-05,9.53,"Wearable Transmitter KR","Lifestyle",20.2478205664083,"fb",48,"mid"
"1014",19892,2009-06-10,16.55,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",27.7044360185973,"fb",54,"low"
"1015",19892,2009-06-17,76.79,"Action Camera Pro","Lifestyle",27.7044360185973,"fb",54,"low"
"1016",19892,2009-06-25,14.86,"Strapless Heart Rate Monitor","Medical",27.7044360185973,"fb",54,"low"
"1017",20515,2009-06-06,16.9,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",35.7344322744757,"google",63,"low"
"1018",20805,2009-06-08,38.96,"Microcontroller ES","Fitness",22.9882534923963,"fb",48,"low"
"1019",20805,2009-06-16,23.51,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",22.9882534923963,"fb",48,"low"
"1020",20805,2009-06-24,50.98,"Wearable AUSG with Calorie Counter","Medical",22.9882534923963,"fb",48,"low"
"1021",20805,2009-07-01,46.05,"Step and Distance Pedometer TL Pro","Industrial",22.9882534923963,"fb",48,"low"
"1022",20805,2009-07-08,28.18,"Biking Tracker U Pro with MP3 Player","Pets and Animals",22.9882534923963,"fb",48,"low"
"1023",20805,2009-07-15,47.21,"Wearable Transmitter KR","Lifestyle",22.9882534923963,"fb",48,"low"
"1024",20805,2009-08-03,66.13,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",22.9882534923963,"fb",48,"low"
"1025",20805,2009-08-25,44.39,"Action Camera Pro","Lifestyle",22.9882534923963,"fb",48,"low"
"1026",20805,2009-09-22,80.03,"Strapless Heart Rate Monitor","Medical",22.9882534923963,"fb",48,"low"
"1027",20805,2009-09-22,66.58,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",22.9882534923963,"fb",48,"low"
"1028",20805,2009-10-21,44.99,"Microcontroller ES","Fitness",22.9882534923963,"fb",48,"low"
"1029",20805,2009-10-21,8.44,"Microcontroller OGBE with Wi-Fi and GPS","Awesome",22.9882534923963,"fb",48,"low"
"1030",20805,2009-11-30,68.22,"Wearable AUSG with Calorie Counter","Medical",22.9882534923963,"fb",48,"low"
"1031",20805,2010-02-03,63.23,"Step and Distance Pedometer TL Pro","Industrial",22.9882534923963,"fb",48,"low"
"1032",20805,2010-02-24,74.62,"Biking Tracker U Pro with MP3 Player","Pets and Animals",22.9882534923963,"fb",48,"low"
"1033",20994,2009-06-09,7.36,"Wearable Transmitter KR","Lifestyle",20.2267091064714,"fb",32,"low"
"1034",21194,2009-06-10,27.29,"Multifunction Tracker MG Pro with heart rate sensor","Lifestyle",21.0952370804735,"fb",52,"mid"
"1035",21194,2009-06-24,21.59,"Action Camera Pro","Lifestyle",21.0952370804735,"fb",52,"mid"
"1036",21243,2009-08-17,56.77,"Strapless Heart Rate Monitor","Medical",45.3295561105479,"google",37,"low"
"1037",21243,2010-03-04,53.26,"Action Camera RE Pro with Wi-Fi and GPS","Entertainment",45.3295561105479,"google",37,"low"
"1038",21254,2009-06-11,48.78,"Microcontroller ES","Fitness",21.5963081989903,"fb",62,"mid"
