orderTimestamp,customerId,amountSpent,productName,productCategory
2009-06-16,5449,44.09,Action Camera Pro,Lifestyle
2010-02-17,5449,107.8228,Strapless Heart Rate Monitor,Medical
2010-02-21,5449,121.7487,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-03-01,5449,121.8278,Microcontroller ES,Fitness
2010-03-08,5449,101.2878,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-04-08,5534,37,Wearable AUSG with Calorie Counter,Medical
2009-04-23,5534,15.12,Step and Distance Pedometer TL Pro,Industrial
2009-07-01,5534,37.71,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-08,5534,13.91,Wearable Transmitter KR,Lifestyle
2009-06-09,5564,23.08,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-23,5564,23.55,Action Camera Pro,Lifestyle
2009-07-30,5564,20.94,Strapless Heart Rate Monitor,Medical
2009-10-20,5564,63.41,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-27,5564,33.11,Microcontroller ES,Fitness
2010-02-22,5564,24.6253,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-04-30,5638,104.29,Wearable AUSG with Calorie Counter,Medical
2009-06-16,5638,190.03,Step and Distance Pedometer TL Pro,Industrial
2009-07-13,5638,123.25,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-01,5654,11.5,Wearable Transmitter KR,Lifestyle
2009-05-07,5656,20.55,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-24,5657,61.17,Action Camera Pro,Lifestyle
2009-06-17,5657,57.91,Strapless Heart Rate Monitor,Medical
2009-07-15,5657,72.87,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-29,5657,68.96,Microcontroller ES,Fitness
2009-08-19,5657,64.06,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-09-30,5657,120.13,Wearable AUSG with Calorie Counter,Medical
2009-04-17,5664,43.33,Step and Distance Pedometer TL Pro,Industrial
2009-04-23,5664,43.06,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-08,5682,83.79,Wearable Transmitter KR,Lifestyle
2009-04-23,5686,57.22,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-17,5708,44.6,Action Camera Pro,Lifestyle
2009-04-24,5708,47.14,Strapless Heart Rate Monitor,Medical
2009-05-08,5708,33.64,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-22,5708,28.92,Microcontroller ES,Fitness
2009-04-17,5805,42.91,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-07,5805,18.2,Wearable AUSG with Calorie Counter,Medical
2009-04-10,5831,13.71,Step and Distance Pedometer TL Pro,Industrial
2009-05-14,5831,9.75,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-01,5894,24.63,Wearable Transmitter KR,Lifestyle
2010-02-26,5894,112.55,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-13,5977,19.28,Action Camera Pro,Lifestyle
2009-07-28,5977,26.53,Strapless Heart Rate Monitor,Medical
2009-04-17,5983,30.19,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-04-13,6003,21.84,Microcontroller ES,Fitness
2009-06-25,6003,16.54,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-11-10,6003,17.85,Wearable AUSG with Calorie Counter,Medical
2009-04-13,6012,14.12,Step and Distance Pedometer TL Pro,Industrial
2009-12-03,6016,27.55,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-13,6019,17.53,Wearable Transmitter KR,Lifestyle
2009-05-12,6069,7.41,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-29,6069,17.31,Action Camera Pro,Lifestyle
2009-04-24,6097,34.53,Strapless Heart Rate Monitor,Medical
2009-07-15,6097,19.61,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-04-16,6153,35.77,Microcontroller ES,Fitness
2009-05-19,6224,20.66,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-10,6224,12.99,Wearable AUSG with Calorie Counter,Medical
2009-08-05,6224,41.65,Step and Distance Pedometer TL Pro,Industrial
2009-08-26,6224,45.02,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-10-01,6224,17.6605,Wearable Transmitter KR,Lifestyle
2009-12-28,6224,75.059,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-28,6225,21.69,Action Camera Pro,Lifestyle
2009-07-01,6225,11.87,Strapless Heart Rate Monitor,Medical
2009-07-08,6225,6.53,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-30,6225,14.52,Microcontroller ES,Fitness
2009-10-22,6225,15.67,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-01-14,6225,16.94,Wearable AUSG with Calorie Counter,Medical
2009-04-17,6245,24.42,Step and Distance Pedometer TL Pro,Industrial
2009-04-17,6249,31.17,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-17,6249,19.52,Wearable Transmitter KR,Lifestyle
2009-05-01,6249,8.87,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-01,6249,29.29,Action Camera Pro,Lifestyle
2009-05-14,6249,3.07,Strapless Heart Rate Monitor,Medical
2009-05-14,6249,13.16,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-12,6249,7.36,Microcontroller ES,Fitness
2009-06-12,6249,6.03,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-12,6249,20.1,Wearable AUSG with Calorie Counter,Medical
2009-06-26,6249,8.26,Step and Distance Pedometer TL Pro,Industrial
2009-06-26,6249,19.55,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-26,6249,5.3,Wearable Transmitter KR,Lifestyle
2009-07-10,6249,4.27,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-10,6249,21.27,Action Camera Pro,Lifestyle
2009-09-04,6249,11.74,Strapless Heart Rate Monitor,Medical
2009-09-04,6249,4.67,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-09-04,6249,12.26,Microcontroller ES,Fitness
2009-09-04,6249,4.08,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-11-13,6249,16.91,Wearable AUSG with Calorie Counter,Medical
2009-11-13,6249,7.98,Step and Distance Pedometer TL Pro,Industrial
2009-04-17,6251,33.15,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-17,6261,6.43,Wearable Transmitter KR,Lifestyle
2010-01-24,6370,161.464,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-02-08,6370,286.2702,Action Camera Pro,Lifestyle
2010-03-07,6370,88.26,Strapless Heart Rate Monitor,Medical
2009-05-27,6379,49.27,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-07,6384,27.41,Microcontroller ES,Fitness
2009-05-08,6384,19.5,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-05-28,6384,59.4,Wearable AUSG with Calorie Counter,Medical
2009-06-05,6384,16.39,Step and Distance Pedometer TL Pro,Industrial
2009-06-05,6384,2.85,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-21,6401,74.89,Wearable Transmitter KR,Lifestyle
2009-05-27,6408,41.66,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-24,6447,24.17,Action Camera Pro,Lifestyle
2009-05-01,6447,46.78,Strapless Heart Rate Monitor,Medical
2009-05-08,6447,13.39,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-15,6447,37.14,Microcontroller ES,Fitness
2009-05-21,6447,37.11,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-05,6447,39.14,Wearable AUSG with Calorie Counter,Medical
2009-06-18,6447,33.8,Step and Distance Pedometer TL Pro,Industrial
2009-06-26,6447,35.96,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-10,6447,22.75,Wearable Transmitter KR,Lifestyle
2009-07-17,6447,37.12,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-24,6447,31.29,Action Camera Pro,Lifestyle
2009-08-20,6447,56.47,Strapless Heart Rate Monitor,Medical
2009-08-28,6447,58.71,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-09-17,6447,47.11,Microcontroller ES,Fitness
2009-10-09,6447,32.15,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-10-16,6447,30.036,Wearable AUSG with Calorie Counter,Medical
2009-10-29,6447,37.9905,Step and Distance Pedometer TL Pro,Industrial
2009-11-06,6447,52.93,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-11-20,6447,82.9315,Wearable Transmitter KR,Lifestyle
2009-12-04,6447,51.735,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-01-04,6447,50,Action Camera Pro,Lifestyle
2010-01-22,6447,43.044,Strapless Heart Rate Monitor,Medical
2010-02-19,6447,36.0435,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-03-05,6447,56.7577,Microcontroller ES,Fitness
2010-02-14,6476,128.378,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-02-14,6476,9.2,Wearable AUSG with Calorie Counter,Medical
2010-02-14,6476,18.079,Step and Distance Pedometer TL Pro,Industrial
2009-04-22,6578,3.43,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-01,6602,21.03,Wearable Transmitter KR,Lifestyle
2009-05-08,6602,80.8,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-15,6602,29.38,Action Camera Pro,Lifestyle
2009-05-22,6602,24.29,Strapless Heart Rate Monitor,Medical
2009-06-12,6602,35.81,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-04-23,6646,10.6,Microcontroller ES,Fitness
2009-04-24,6664,50.89,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-04-23,6696,16.49,Wearable AUSG with Calorie Counter,Medical
2009-04-23,6821,24.78,Step and Distance Pedometer TL Pro,Industrial
2009-05-01,6821,24.62,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-08,6821,25.01,Wearable Transmitter KR,Lifestyle
2009-05-20,6821,23.7,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-29,6821,20.03,Action Camera Pro,Lifestyle
2009-06-04,6821,22.23,Strapless Heart Rate Monitor,Medical
2009-06-11,6821,27.55,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-26,6821,19.02,Microcontroller ES,Fitness
2009-07-09,6821,24.61,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-31,6821,29.64,Wearable AUSG with Calorie Counter,Medical
2009-08-20,6821,34.21,Step and Distance Pedometer TL Pro,Industrial
2009-10-02,6821,28.36,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-24,6901,49.75,Wearable Transmitter KR,Lifestyle
2009-04-30,6901,60.26,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-08,6901,14.04,Action Camera Pro,Lifestyle
2009-06-19,6901,26.53,Strapless Heart Rate Monitor,Medical
2009-08-06,6901,63.1,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-08-28,6901,21.87,Microcontroller ES,Fitness
2009-09-04,6901,27.73,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-09-18,6901,29.08,Wearable AUSG with Calorie Counter,Medical
2009-04-24,6946,9.5,Step and Distance Pedometer TL Pro,Industrial
2009-04-24,6948,14.1,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-04-27,8843,21.45,Wearable Transmitter KR,Lifestyle
2009-05-01,9840,30.23,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-04-30,10855,136.8,Action Camera Pro,Lifestyle
2009-04-30,10858,20.82,Strapless Heart Rate Monitor,Medical
2009-04-30,10859,44.81,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-07,10859,61.3,Microcontroller ES,Fitness
2009-05-01,10876,40.85,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-31,10876,50.22,Wearable AUSG with Calorie Counter,Medical
2009-05-01,10901,31.75,Step and Distance Pedometer TL Pro,Industrial
2009-05-08,10901,19.15,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-09,10938,68.6,Wearable Transmitter KR,Lifestyle
2009-05-04,12173,55.56,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-06,13043,23.39,Action Camera Pro,Lifestyle
2009-05-19,13043,44.76,Strapless Heart Rate Monitor,Medical
2009-06-02,13043,30.57,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-13,13043,31.27,Microcontroller ES,Fitness
2009-12-01,13043,26.74,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-03-08,13043,43.34,Wearable AUSG with Calorie Counter,Medical
2009-05-07,13202,28.9,Step and Distance Pedometer TL Pro,Industrial
2009-05-08,13229,20.79,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-07,13232,9.85,Wearable Transmitter KR,Lifestyle
2009-05-07,13278,15.14,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-27,13278,27.65,Action Camera Pro,Lifestyle
2009-07-02,13278,15.06,Strapless Heart Rate Monitor,Medical
2009-07-23,13278,18.19,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-29,13278,21.3,Microcontroller ES,Fitness
2009-08-06,13278,21.68,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-10-22,13278,9.18,Wearable AUSG with Calorie Counter,Medical
2010-01-04,13278,13.29,Step and Distance Pedometer TL Pro,Industrial
2010-03-05,13278,21.0078,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-07,13284,39.88,Wearable Transmitter KR,Lifestyle
2009-05-14,13284,48.72,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-04,13284,63.87,Action Camera Pro,Lifestyle
2009-06-11,13284,37.5,Strapless Heart Rate Monitor,Medical
2009-06-23,13284,45.94,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-28,13290,11.29,Microcontroller ES,Fitness
2009-05-08,13301,25.23,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-05-22,13301,26.87,Wearable AUSG with Calorie Counter,Medical
2009-06-26,13301,33.25,Step and Distance Pedometer TL Pro,Industrial
2009-07-23,13301,23.66,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-24,13301,9.78,Wearable Transmitter KR,Lifestyle
2009-05-08,13304,17.85,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-09,13304,30.29,Action Camera Pro,Lifestyle
2009-05-12,13341,46.68,Strapless Heart Rate Monitor,Medical
2009-12-22,13361,86.25,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-01-07,13361,38.9127,Microcontroller ES,Fitness
2010-01-29,13361,61.96,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-05-14,14027,38.45,Wearable AUSG with Calorie Counter,Medical
2009-07-21,14027,38.81,Step and Distance Pedometer TL Pro,Industrial
2009-08-06,14027,51.12,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-08-19,14027,49.03,Wearable Transmitter KR,Lifestyle
2009-05-15,14056,35.31,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-12,14056,48.23,Action Camera Pro,Lifestyle
2009-05-14,14057,8.09,Strapless Heart Rate Monitor,Medical
2009-05-15,14246,53.28,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-22,14246,63.92,Microcontroller ES,Fitness
2009-05-29,14246,59.71,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-17,14246,14.07,Wearable AUSG with Calorie Counter,Medical
2009-06-17,14246,3.37,Step and Distance Pedometer TL Pro,Industrial
2009-06-17,14246,4.29,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-19,14246,56.17,Wearable Transmitter KR,Lifestyle
2009-07-01,14246,80.79,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-09,14246,64.38,Action Camera Pro,Lifestyle
2009-05-17,14600,21.89,Strapless Heart Rate Monitor,Medical
2009-05-20,14600,72.72,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-26,14600,72.72,Microcontroller ES,Fitness
2009-06-02,14600,79.6,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-04,14600,79.6,Wearable AUSG with Calorie Counter,Medical
2009-06-12,14600,79.6,Step and Distance Pedometer TL Pro,Industrial
2009-06-16,14600,79.6,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-19,14600,79.6,Wearable Transmitter KR,Lifestyle
2009-06-29,14600,69.65,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-23,14600,69.19,Action Camera Pro,Lifestyle
2009-05-18,14635,93.36,Strapless Heart Rate Monitor,Medical
2009-06-22,14635,66.87,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-09,14635,75.2,Microcontroller ES,Fitness
2009-09-01,14635,83.3105,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-09-08,14635,54.9155,Wearable AUSG with Calorie Counter,Medical
2009-09-15,14635,109.47,Step and Distance Pedometer TL Pro,Industrial
2009-09-22,14635,68.6407,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-11-10,14635,160.67,Wearable Transmitter KR,Lifestyle
2010-02-23,14635,30.76,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-18,14842,40.59,Action Camera Pro,Lifestyle
2009-08-07,14887,27.97,Strapless Heart Rate Monitor,Medical
2009-08-28,14887,67.58,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-09-11,14887,58.78,Microcontroller ES,Fitness
2010-01-08,14887,42.6,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-01-14,14887,30.3237,Wearable AUSG with Calorie Counter,Medical
2009-05-19,14913,53.43,Step and Distance Pedometer TL Pro,Industrial
2010-01-29,14913,22.0092,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-19,14924,16.12,Wearable Transmitter KR,Lifestyle
2009-05-22,15529,55.68,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-23,15529,70.71,Action Camera Pro,Lifestyle
2009-08-03,15529,121.63,Strapless Heart Rate Monitor,Medical
2009-05-20,15889,65.63,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-02,15893,11.49,Microcontroller ES,Fitness
2009-05-21,15914,50.87,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-02,15914,45.36,Wearable AUSG with Calorie Counter,Medical
2010-03-04,15914,17.4805,Step and Distance Pedometer TL Pro,Industrial
2009-09-30,15986,17.88,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-05-21,15987,7.32,Wearable Transmitter KR,Lifestyle
2009-05-22,16173,64.05,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-05-25,16314,44.25,Action Camera Pro,Lifestyle
2009-05-24,16614,3.21,Strapless Heart Rate Monitor,Medical
2009-05-25,17040,29.12,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-05-27,17416,44,Microcontroller ES,Fitness
2009-05-27,17533,61.02,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-12-07,17533,74.2625,Wearable AUSG with Calorie Counter,Medical
2009-05-29,17928,25.96,Step and Distance Pedometer TL Pro,Industrial
2009-09-02,17928,16.22,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-10-02,17928,24.78,Wearable Transmitter KR,Lifestyle
2009-10-23,17928,39.36,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-11-05,17928,31.89,Action Camera Pro,Lifestyle
2009-11-12,17928,89.06,Strapless Heart Rate Monitor,Medical
2009-12-03,17928,64,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-10,17928,35.68,Microcontroller ES,Fitness
2009-12-17,17928,14.09,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-01-14,17928,88.33,Wearable AUSG with Calorie Counter,Medical
2010-01-28,17928,29.76,Step and Distance Pedometer TL Pro,Industrial
2010-02-11,17928,106.47,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-02-18,17928,94.07,Wearable Transmitter KR,Lifestyle
2010-02-25,17928,16.8255,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-15,18943,8.01,Action Camera Pro,Lifestyle
2009-09-23,18943,8.01,Strapless Heart Rate Monitor,Medical
2009-11-11,18943,8.01,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-12-16,18943,8.01,Microcontroller ES,Fitness
2010-01-14,18943,8.01,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-02-24,18943,8.01,Wearable AUSG with Calorie Counter,Medical
2009-06-03,19271,81.34,Step and Distance Pedometer TL Pro,Industrial
2009-08-24,19271,51.7455,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-03,19347,47.82,Wearable Transmitter KR,Lifestyle
2009-12-28,19347,128.06,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-01-14,19347,45.4878,Action Camera Pro,Lifestyle
2010-01-22,19347,95.36,Strapless Heart Rate Monitor,Medical
2010-01-29,19347,114.9777,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2010-02-11,19347,112.5255,Microcontroller ES,Fitness
2010-02-18,19347,111.6805,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2010-02-19,19347,5.63,Wearable AUSG with Calorie Counter,Medical
2009-06-03,19579,41.72,Step and Distance Pedometer TL Pro,Industrial
2009-06-04,19768,27.3,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-05,19891,9.53,Wearable Transmitter KR,Lifestyle
2009-06-10,19892,16.55,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-17,19892,76.79,Action Camera Pro,Lifestyle
2009-06-25,19892,14.86,Strapless Heart Rate Monitor,Medical
2009-06-06,20515,16.9,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-08,20805,38.96,Microcontroller ES,Fitness
2009-06-16,20805,23.51,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-24,20805,50.98,Wearable AUSG with Calorie Counter,Medical
2009-07-01,20805,46.05,Step and Distance Pedometer TL Pro,Industrial
2009-07-08,20805,28.18,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-15,20805,47.21,Wearable Transmitter KR,Lifestyle
2009-08-03,20805,66.13,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-08-25,20805,44.39,Action Camera Pro,Lifestyle
2009-09-22,20805,80.03,Strapless Heart Rate Monitor,Medical
2009-09-22,20805,66.58,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-10-21,20805,44.99,Microcontroller ES,Fitness
2009-10-21,20805,8.44,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-11-30,20805,68.22,Wearable AUSG with Calorie Counter,Medical
2010-02-03,20805,63.23,Step and Distance Pedometer TL Pro,Industrial
2010-02-24,20805,74.62,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-09,20994,7.36,Wearable Transmitter KR,Lifestyle
2009-06-10,21194,27.29,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-24,21194,21.59,Action Camera Pro,Lifestyle
2009-08-17,21243,56.77,Strapless Heart Rate Monitor,Medical
2010-03-04,21243,53.26,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-11,21254,48.78,Microcontroller ES,Fitness
2009-06-17,21254,56.49,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-01,21254,33.03,Wearable AUSG with Calorie Counter,Medical
2009-06-15,21267,21.38,Step and Distance Pedometer TL Pro,Industrial
2009-06-29,21267,22.39,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-07-06,21267,9.63,Wearable Transmitter KR,Lifestyle
2009-06-11,21275,39.98,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-18,21275,28.63,Action Camera Pro,Lifestyle
2009-07-16,21275,85.72,Strapless Heart Rate Monitor,Medical
2009-07-23,21275,63.7,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-30,21275,52.23,Microcontroller ES,Fitness
2010-02-04,21275,115.8095,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-06-11,21385,63.73,Wearable AUSG with Calorie Counter,Medical
2009-07-08,21385,67.03,Step and Distance Pedometer TL Pro,Industrial
2009-07-30,21385,69.53,Biking Tracker U Pro with MP3 Player,Pets and Animals
2010-01-04,21718,18.27,Wearable Transmitter KR,Lifestyle
2010-01-06,21718,9.18,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-01-17,21718,21.63,Action Camera Pro,Lifestyle
2010-01-31,21718,80.16,Strapless Heart Rate Monitor,Medical
2009-06-12,21750,6.09,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-14,21943,41.65,Microcontroller ES,Fitness
2009-06-15,22186,18.03,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-20,22186,23.92,Wearable AUSG with Calorie Counter,Medical
2009-08-10,22186,25.35,Step and Distance Pedometer TL Pro,Industrial
2009-09-07,22186,31.36,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-10-20,22186,57.08,Wearable Transmitter KR,Lifestyle
2009-11-10,22186,25.63,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2010-01-12,22186,45.0855,Action Camera Pro,Lifestyle
2010-02-15,22186,29.5695,Strapless Heart Rate Monitor,Medical
2010-03-07,22186,47.19,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-06-17,22418,34.78,Microcontroller ES,Fitness
2009-07-02,22446,87.78,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-10-08,22446,112.9962,Wearable AUSG with Calorie Counter,Medical
2009-06-17,22494,89.87,Step and Distance Pedometer TL Pro,Industrial
2009-07-16,22494,21,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-11-05,22494,22.76,Wearable Transmitter KR,Lifestyle
2009-06-17,22682,38.36,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-06-17,22684,7.05,Action Camera Pro,Lifestyle
2009-07-16,22684,17.46,Strapless Heart Rate Monitor,Medical
2009-07-28,22684,37.32,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-28,22684,5.12,Microcontroller ES,Fitness
2009-07-28,22684,5.12,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-08-13,22684,33.37,Wearable AUSG with Calorie Counter,Medical
2009-08-27,22684,25.48,Step and Distance Pedometer TL Pro,Industrial
2009-11-05,22684,28.11,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-06-17,22705,30.9,Wearable Transmitter KR,Lifestyle
2009-06-25,22717,18.73,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-07-01,22717,13.53,Action Camera Pro,Lifestyle
2009-07-16,22717,17.04,Strapless Heart Rate Monitor,Medical
2009-06-17,22722,17.07,Action Camera RE Pro with Wi-Fi and GPS,Entertainment
2009-07-01,22722,22.95,Microcontroller ES,Fitness
2009-07-06,22722,31.11,Microcontroller OGBE with Wi-Fi and GPS,Awesome
2009-07-14,22722,30.16,Wearable AUSG with Calorie Counter,Medical
2009-07-26,22722,20.28,Step and Distance Pedometer TL Pro,Industrial
2009-07-27,22722,24.86,Biking Tracker U Pro with MP3 Player,Pets and Animals
2009-08-04,22722,20.98,Wearable Transmitter KR,Lifestyle
2009-08-26,22722,13.0712,Multifunction Tracker MG Pro with heart rate sensor,Lifestyle
2009-09-20,22722,16.76,Action Camera Pro,Lifestyle
2009-10-14,22722,14.71,Strapless Heart Rate Monitor,Medical
